0 0
0 0
0 0
0 0
0 0
0 0
249 1
759 1
102 1
104 1
145 1
159 1
249 1
0 0
0 0
0 0
0 0
0 0
240 1
625 1
40 1
88 1
99 1
158 1
240 1
0 0
0 0
0 0
0 0
0 0
119 1
234 1
8 1
17 1
37 1
53 1
119 1
0 0
0 0
0 0
0 0
0 0
0 0
165 1
465 1
4 1
14 1
47 1
107 1
128 1
165 1
0 0
0 0
0 0
0 0
0 0
182 1
646 1
59 1
123 1
133 1
149 1
182 1
0 0
0 0
0 0
0 0
153 1
564 1
121 1
138 1
152 1
153 1
0 0
0 0
0 0
0 0
0 0
0 0
224 1
649 1
32 1
50 1
56 1
136 1
151 1
224 1
0 0
0 0
0 0
151 1
256 1
7 1
98 1
151 1
0 0
0 0
0 0
0 0
0 0
0 0
248 1
733 1
74 1
75 1
99 1
110 1
127 1
248 1
0 0
0 0
0 0
0 0
0 0
0 0
255 1
1515 1
250 1
251 1
252 1
253 1
254 1
255 1
